arm,group,split,case,count,finite_count,nonfinite_count,p50_mm,p95_mm,p99_mm,max_mm,within_3mm,within_10mm,bounds_violations,centroid_dx_mm,centroid_dy_mm,centroid_dz_mm,centered_rms_scale_ratio,plane_p95_mm,beta_step_max_deg,beta_step_gt7deg_rate,endpoint_beta_gap_deg
warmup500,targets,diagnostic,circle_u150_center350_r5,128,128,0,13.669820759120876,14.895458904554566,14.911919772598376,14.913192745889734,0.0,0.0,0,-11.067985525889315,4.705662905707305,6.4396719630466634,1.2178561572521946,11.740193192289095,0.008858555250308198,0.0,0.008187896040857737
warmup500,targets,diagnostic,circle_u150_center350_r10,128,128,0,13.7181022919198,16.18838793165353,16.223250353560474,16.224937056039003,0.0,0.0,0,-11.033337067985334,4.696338778454918,6.433711483169209,1.2171536422249094,12.326475129859492,0.0183715613510013,0.0,0.015761508613344064
warmup500,targets,diagnostic,circle_u150_center350_r20,128,128,0,13.90980335203118,18.750074962422207,18.808557334726725,18.814110542775506,0.0,0.0,0,-10.894254152249841,4.657214181960705,6.409810195336984,1.214352917020046,13.247342879049583,0.03946859496446247,0.0,0.02919897699299852
warmup500,targets,diagnostic,circle_u150_center350_r40,128,128,0,14.651149446195056,22.81516808090217,22.888491199207074,22.89317446158656,0.0,0.0625,0,-10.330568264415644,4.471928524437289,6.313066392265292,1.2033458507490593,13.971646515406,0.09087307890565445,0.0,0.049803300630920554
warmup500,zero,diagnostic,exact_zero,1,1,0,14.219640080927022,14.219640080927022,14.219640080927022,14.219640080927022,0.0,0.0,0,,,,,,,,
beta_uniform,on_grid,test,all,8272,8272,0,8.884367626957063,25.594275137291216,41.719095631693236,117.99547302780513,0.035783365570599614,0.5803916827852998,0,,,,,,,,
beta_uniform,on_grid,test,core,71,71,0,50.422492579878146,105.53313950359767,113.07600589254572,117.99547302780513,0.0,0.028169014084507043,0,,,,,,,,
beta_uniform,on_grid,test,transition,1139,1139,0,8.857035165991054,33.14722375944029,48.66190423391195,77.70872397344567,0.038630377524143986,0.5882352941176471,0,,,,,,,,
beta_uniform,on_grid,test,tip,100,100,0,7.637986997956062,14.410781506393016,18.55026492382039,56.499974388436165,0.07,0.71,0,,,,,,,,
beta_uniform,on_grid,test,outer,4187,4187,0,9.549773054376221,26.153135251546978,36.72308278160862,67.16526526480037,0.03988535944590399,0.529734893718653,0,,,,,,,,
beta_uniform,on_grid,train,all,58629,58629,0,9.23593314416874,25.334854077142477,37.53188895816465,153.66783145343203,0.03697828719575637,0.5513483088573914,0,,,,,,,,
beta_uniform,on_grid,train,core,417,417,0,32.6341963940518,93.92152283938968,128.27158330944826,153.66783145343203,0.002398081534772182,0.09832134292565947,0,,,,,,,,
beta_uniform,on_grid,train,transition,5726,5726,0,10.243831464781113,30.583317030242217,44.200952804506464,69.33517880842074,0.01851205029689137,0.48620328326929796,0,,,,,,,,
beta_uniform,on_grid,train,tip,1182,1182,0,8.442367883281968,23.279080558298514,31.536249830188712,48.993761081883704,0.05499153976311337,0.6345177664974619,0,,,,,,,,
beta_uniform,on_grid,train,outer,35986,35986,0,10.009159069949568,25.861789591395773,35.060230646444985,60.07934176875831,0.03793141777357861,0.49961095981770687,0,,,,,,,,
beta_uniform,on_grid,validation,all,7795,7795,0,9.311351326624646,25.73260676955787,40.50137572089617,119.29353239780353,0.03463758819756254,0.5456061577934573,0,,,,,,,,
beta_uniform,on_grid,validation,core,38,38,0,39.2388979818373,114.16466554105506,117.74822216658961,119.29353239780353,0.0,0.02631578947368421,0,,,,,,,,
beta_uniform,on_grid,validation,transition,634,634,0,11.91697271069794,35.027592250942256,44.9090400893621,53.92941300887965,0.012618296529968454,0.3391167192429022,0,,,,,,,,
beta_uniform,on_grid,validation,tip,109,109,0,9.407513516281508,28.225342396994428,35.27860624736983,43.05258189993893,0.11009174311926606,0.5412844036697247,0,,,,,,,,
beta_uniform,on_grid,validation,outer,4553,4553,0,9.541507449846744,26.551584258287594,39.297553568302824,58.0528705342268,0.03777728969909949,0.5304195036239842,0,,,,,,,,
beta_uniform,targets,diagnostic,fixed_circle_r40_u100,121,121,0,50.205796796871944,59.38160174377685,59.89503220645951,59.95275440715,0.0,0.0,0,38.401720704182566,-4.404770516567579,1.2753708220964752,1.7789471336969287,49.691960531230265,0.7205695294797532,0.0,0.0
beta_uniform,targets,diagnostic,retry17_rounded_rectangle_0,360,360,0,11.130627618160025,29.327964175904,30.79739399464639,30.878502992810137,0.07777777777777778,0.43333333333333335,0,-2.3383326652519663,-1.0418486340165252,1.7059282381581313,1.0081764969106883,15.071279126913984,0.4134619262295782,0.0,0.08438527964821503
